ticket_id,customer_id,issue_type,priority,resolution,days_to_resolve,satisfaction_after
TKT-207088,CUST-14024,Login Issue,Low,Resolved,10,6
TKT-207089,CUST-14025,Billing Issue,Low,Pending,6,8
TKT-207090,CUST-14026,Feature Request,Low,Escalated,13,4
TKT-207091,CUST-14026,Service Outage,Medium,Resolved,3,5
TKT-207092,CUST-14028,Billing Issue,Low,Closed,3,6
TKT-207093,CUST-14028,Feature Request,Medium,Resolved,10,2
TKT-207094,CUST-14028,Billing Issue,Low,Resolved,8,4
TKT-207095,CUST-14029,Cancellation Request,Low,Escalated,9,6
TKT-207096,CUST-14029,Cancellation Request,Low,Resolved,4,3
TKT-207097,CUST-14029,Feature Request,Low,Resolved,1,1
TKT-207098,CUST-14030,Service Outage,Low,Pending,11,8
TKT-207099,CUST-14031,Speed Problem,High,Closed,9,6
TKT-207100,CUST-14031,Cancellation Request,High,Escalated,6,4
TKT-207101,CUST-14031,Speed Problem,Low,Pending,14,7
TKT-207102,CUST-14032,Cancellation Request,Medium,Escalated,12,8
TKT-207103,CUST-14032,Technical Problem,High,Resolved,8,10
TKT-207104,CUST-14032,Technical Problem,Low,Resolved,14,7
TKT-207105,CUST-14032,Billing Issue,Low,Escalated,7,2
TKT-207106,CUST-14035,Cancellation Request,Low,Pending,14,4
TKT-207107,CUST-14036,Account Issue,Medium,Escalated,10,9
TKT-207108,CUST-14037,Billing Issue,High,Closed,5,8
TKT-207109,CUST-14038,Service Outage,Low,Resolved,9,2
TKT-207110,CUST-14039,Account Issue,Low,Escalated,9,3
TKT-207111,CUST-14039,Login Issue,Low,Closed,12,2
TKT-207112,CUST-14040,Speed Problem,Medium,Pending,11,5
TKT-207113,CUST-14040,Cancellation Request,Low,Resolved,13,7
TKT-207114,CUST-14041,Login Issue,High,Resolved,3,2
TKT-207115,CUST-14042,Billing Issue,Medium,Closed,11,10
TKT-207116,CUST-14043,Billing Issue,Medium,Pending,10,3
TKT-207117,CUST-14044,Service Outage,High,Escalated,8,3
TKT-207118,CUST-14045,Feature Request,High,Escalated,6,2
TKT-207119,CUST-14045,Billing Issue,Medium,Closed,1,7
TKT-207120,CUST-14048,Login Issue,High,Escalated,9,6
TKT-207121,CUST-14048,Speed Problem,High,Pending,9,9
TKT-207122,CUST-14048,Speed Problem,Medium,Pending,4,7
TKT-207123,CUST-14048,Login Issue,Low,Closed,11,1
TKT-207124,CUST-14049,Technical Problem,High,Closed,12,3
TKT-207125,CUST-14051,Account Issue,Low,Pending,9,9
TKT-207126,CUST-14051,Feature Request,Low,Resolved,9,3
TKT-207127,CUST-14051,Cancellation Request,High,Resolved,13,1
TKT-207128,CUST-14051,Login Issue,Medium,Resolved,9,8
TKT-207129,CUST-14051,Technical Problem,Medium,Resolved,11,4
TKT-207130,CUST-14051,Service Outage,Medium,Resolved,10,2
TKT-207131,CUST-14051,Cancellation Request,Medium,Pending,3,3
TKT-207132,CUST-14052,Login Issue,Low,Closed,14,7
TKT-207133,CUST-14052,Service Outage,Medium,Closed,10,8
TKT-207134,CUST-14053,Billing Issue,Low,Pending,5,6
TKT-207135,CUST-14054,Account Issue,High,Closed,3,9
TKT-207136,CUST-14058,Login Issue,High,Pending,14,5
TKT-207137,CUST-14058,Billing Issue,Low,Resolved,10,2
TKT-207138,CUST-14059,Technical Problem,Low,Escalated,5,10
TKT-207139,CUST-14059,Service Outage,Low,Resolved,6,8
TKT-207140,CUST-14060,Feature Request,Low,Closed,9,5
TKT-207141,CUST-14060,Feature Request,Medium,Closed,2,10
TKT-207142,CUST-14061,Login Issue,Low,Closed,13,10
TKT-207143,CUST-14061,Speed Problem,Medium,Closed,1,8
TKT-207144,CUST-14061,Feature Request,Low,Resolved,8,5
TKT-207145,CUST-14061,Account Issue,High,Closed,14,9
TKT-207146,CUST-14062,Account Issue,High,Pending,2,4
TKT-207147,CUST-14063,Login Issue,Low,Closed,2,7
TKT-207148,CUST-14063,Service Outage,Low,Closed,5,6
TKT-207149,CUST-14063,Cancellation Request,Low,Closed,5,7
TKT-207150,CUST-14063,Service Outage,Medium,Closed,7,4
TKT-207151,CUST-14063,Login Issue,Medium,Resolved,4,7
TKT-207152,CUST-14063,Cancellation Request,High,Closed,2,6
TKT-207153,CUST-14064,Technical Problem,Low,Escalated,5,8
TKT-207154,CUST-14065,Service Outage,Medium,Closed,6,3
TKT-207155,CUST-14067,Billing Issue,Low,Pending,3,3
TKT-207156,CUST-14068,Login Issue,Low,Escalated,9,2
TKT-207157,CUST-14069,Account Issue,Low,Closed,7,7
TKT-207158,CUST-14069,Service Outage,Low,Resolved,4,1
TKT-207159,CUST-14069,Login Issue,Low,Escalated,13,8
TKT-207160,CUST-14069,Technical Problem,High,Pending,14,2
TKT-207161,CUST-14069,Account Issue,Medium,Escalated,3,5
TKT-207162,CUST-14070,Account Issue,High,Resolved,10,2
TKT-207163,CUST-14070,Billing Issue,High,Escalated,7,8
TKT-207164,CUST-14070,Account Issue,Low,Resolved,6,3
TKT-207165,CUST-14070,Billing Issue,High,Pending,7,7
TKT-207166,CUST-14070,Technical Problem,Low,Closed,10,2
TKT-207167,CUST-14071,Login Issue,High,Closed,2,5
TKT-207168,CUST-14071,Technical Problem,Medium,Closed,4,8
TKT-207169,CUST-14074,Technical Problem,Low,Closed,8,8
TKT-207170,CUST-14074,Billing Issue,Low,Escalated,3,8
TKT-207171,CUST-14074,Billing Issue,Medium,Pending,6,7
TKT-207172,CUST-14074,Account Issue,High,Resolved,8,6
TKT-207173,CUST-14075,Login Issue,Low,Escalated,7,1
TKT-207174,CUST-14075,Billing Issue,Low,Closed,13,10
TKT-207175,CUST-14075,Cancellation Request,Medium,Closed,8,5
TKT-207176,CUST-14075,Technical Problem,Medium,Closed,9,1
TKT-207177,CUST-14075,Technical Problem,Medium,Pending,5,8
TKT-207178,CUST-14076,Login Issue,Medium,Closed,4,2
TKT-207179,CUST-14077,Login Issue,Medium,Closed,10,6
TKT-207180,CUST-14078,Feature Request,Low,Resolved,7,1
TKT-207181,CUST-14079,Billing Issue,Medium,Resolved,10,2
TKT-207182,CUST-14080,Speed Problem,High,Resolved,5,4
TKT-207183,CUST-14080,Speed Problem,Medium,Closed,14,4
TKT-207184,CUST-14080,Login Issue,High,Escalated,6,6
TKT-207185,CUST-14080,Billing Issue,High,Closed,5,4
TKT-207186,CUST-14082,Feature Request,Medium,Closed,1,9
TKT-207187,CUST-14082,Cancellation Request,Low,Escalated,1,10
TKT-207188,CUST-14082,Billing Issue,Medium,Resolved,14,1
TKT-207189,CUST-14083,Cancellation Request,High,Closed,2,2
TKT-207190,CUST-14083,Cancellation Request,Medium,Resolved,1,8
TKT-207191,CUST-14083,Login Issue,Medium,Escalated,5,9
TKT-207192,CUST-14083,Account Issue,Low,Escalated,1,8
TKT-207193,CUST-14084,Billing Issue,Low,Pending,10,8
TKT-207194,CUST-14085,Billing Issue,High,Closed,8,4
TKT-207195,CUST-14085,Login Issue,Medium,Escalated,4,8
TKT-207196,CUST-14087,Technical Problem,Low,Escalated,4,4
TKT-207197,CUST-14088,Billing Issue,High,Closed,3,8
TKT-207198,CUST-14088,Login Issue,Medium,Resolved,2,4
TKT-207199,CUST-14089,Feature Request,High,Pending,5,9
TKT-207200,CUST-14089,Feature Request,High,Closed,7,7
TKT-207201,CUST-14090,Billing Issue,Low,Pending,10,3
TKT-207202,CUST-14090,Feature Request,Low,Closed,11,4
TKT-207203,CUST-14092,Login Issue,Medium,Pending,2,7
TKT-207204,CUST-14093,Technical Problem,Medium,Pending,11,5
TKT-207205,CUST-14093,Account Issue,Low,Closed,14,1
TKT-207206,CUST-14093,Technical Problem,Medium,Closed,13,3
TKT-207207,CUST-14093,Login Issue,High,Pending,7,3
TKT-207208,CUST-14094,Technical Problem,Medium,Escalated,6,9
TKT-207209,CUST-14095,Feature Request,High,Resolved,3,10
TKT-207210,CUST-14095,Billing Issue,Medium,Pending,1,6
TKT-207211,CUST-14095,Speed Problem,Medium,Pending,7,3
TKT-207212,CUST-14097,Feature Request,High,Pending,2,5
TKT-207213,CUST-14097,Billing Issue,Medium,Resolved,2,6
TKT-207214,CUST-14097,Feature Request,Medium,Escalated,11,9
TKT-207215,CUST-14097,Login Issue,Medium,Pending,10,10
TKT-207216,CUST-14098,Account Issue,High,Pending,14,2
TKT-207217,CUST-14098,Speed Problem,Low,Resolved,14,7
TKT-207218,CUST-14098,Billing Issue,Medium,Escalated,12,5
TKT-207219,CUST-14100,Service Outage,Medium,Resolved,11,10
TKT-207220,CUST-14100,Account Issue,High,Closed,3,3
TKT-207221,CUST-14101,Billing Issue,High,Closed,13,6
TKT-207222,CUST-14102,Billing Issue,High,Pending,10,4
TKT-207223,CUST-14102,Speed Problem,High,Escalated,7,6
TKT-207224,CUST-14103,Speed Problem,High,Pending,5,9
TKT-207225,CUST-14103,Service Outage,Medium,Pending,4,5
TKT-207226,CUST-14105,Technical Problem,Medium,Pending,5,6
TKT-207227,CUST-14105,Account Issue,Low,Closed,4,8
TKT-207228,CUST-14106,Speed Problem,Medium,Pending,4,10
TKT-207229,CUST-14106,Billing Issue,High,Closed,14,7
TKT-207230,CUST-14107,Speed Problem,Medium,Resolved,4,3
TKT-207231,CUST-14107,Account Issue,Medium,Resolved,10,7
TKT-207232,CUST-14107,Feature Request,High,Resolved,5,8
TKT-207233,CUST-14107,Feature Request,High,Escalated,4,7
TKT-207234,CUST-14109,Technical Problem,Medium,Pending,7,10
TKT-207235,CUST-14110,Service Outage,Medium,Pending,11,4
TKT-207236,CUST-14111,Speed Problem,Medium,Escalated,9,6
TKT-207237,CUST-14112,Billing Issue,Low,Pending,5,2
TKT-207238,CUST-14113,Cancellation Request,Low,Pending,2,10
TKT-207239,CUST-14114,Speed Problem,Medium,Closed,8,8
TKT-207240,CUST-14114,Service Outage,Medium,Closed,6,4
TKT-207241,CUST-14114,Feature Request,Medium,Pending,6,7
TKT-207242,CUST-14115,Feature Request,High,Resolved,10,8
TKT-207243,CUST-14115,Cancellation Request,Medium,Escalated,6,1
TKT-207244,CUST-14116,Billing Issue,High,Pending,8,3
TKT-207245,CUST-14116,Cancellation Request,High,Resolved,12,4
TKT-207246,CUST-14116,Service Outage,High,Closed,12,5
TKT-207247,CUST-14117,Cancellation Request,Low,Closed,3,1
TKT-207248,CUST-14117,Technical Problem,High,Closed,8,7
TKT-207249,CUST-14117,Login Issue,Medium,Escalated,8,3
TKT-207250,CUST-14117,Technical Problem,Medium,Escalated,2,3
TKT-207251,CUST-14118,Technical Problem,Low,Pending,8,6
TKT-207252,CUST-14118,Cancellation Request,High,Escalated,6,2
TKT-207253,CUST-14118,Cancellation Request,High,Resolved,9,9
TKT-207254,CUST-14118,Technical Problem,Medium,Pending,8,1
TKT-207255,CUST-14119,Login Issue,Medium,Pending,14,8
TKT-207256,CUST-14119,Service Outage,Low,Resolved,5,2
TKT-207257,CUST-14119,Speed Problem,Medium,Closed,4,9
TKT-207258,CUST-14120,Billing Issue,Medium,Closed,4,9
TKT-207259,CUST-14120,Speed Problem,High,Resolved,5,2
TKT-207260,CUST-14121,Technical Problem,High,Escalated,14,5
TKT-207261,CUST-14121,Login Issue,Low,Pending,1,2
TKT-207262,CUST-14121,Login Issue,Low,Pending,1,5
TKT-207263,CUST-14122,Billing Issue,High,Pending,9,9
TKT-207264,CUST-14122,Cancellation Request,High,Escalated,3,6
TKT-207265,CUST-14122,Speed Problem,Medium,Escalated,2,7
TKT-207266,CUST-14123,Speed Problem,Medium,Pending,14,4
TKT-207267,CUST-14123,Account Issue,Medium,Escalated,2,1
TKT-207268,CUST-14123,Feature Request,Low,Escalated,1,7
TKT-207269,CUST-14125,Feature Request,Medium,Closed,12,1
TKT-207270,CUST-14127,Speed Problem,Medium,Escalated,4,4
TKT-207271,CUST-14127,Feature Request,Low,Escalated,7,9
TKT-207272,CUST-14129,Feature Request,High,Resolved,10,7
TKT-207273,CUST-14129,Feature Request,Medium,Pending,12,8
TKT-207274,CUST-14130,Login Issue,High,Resolved,4,8
TKT-207275,CUST-14131,Speed Problem,Low,Escalated,12,10
TKT-207276,CUST-14131,Cancellation Request,Low,Escalated,6,6
TKT-207277,CUST-14132,Service Outage,Low,Closed,4,1
TKT-207278,CUST-14132,Cancellation Request,High,Closed,2,7
TKT-207279,CUST-14132,Account Issue,High,Resolved,5,2
TKT-207280,CUST-14132,Speed Problem,Low,Resolved,11,1
TKT-207281,CUST-14133,Account Issue,High,Resolved,10,4
TKT-207282,CUST-14135,Account Issue,Low,Closed,14,7
TKT-207283,CUST-14135,Technical Problem,High,Resolved,12,7
TKT-207284,CUST-14135,Cancellation Request,High,Resolved,2,7
TKT-207285,CUST-14135,Technical Problem,Low,Resolved,1,8
TKT-207286,CUST-14136,Feature Request,High,Resolved,3,3
TKT-207287,CUST-14137,Login Issue,Medium,Closed,5,5
TKT-207288,CUST-14137,Cancellation Request,Medium,Closed,10,6
TKT-207289,CUST-14138,Cancellation Request,Medium,Resolved,14,1
TKT-207290,CUST-14138,Account Issue,High,Closed,2,4
TKT-207291,CUST-14140,Feature Request,Medium,Closed,11,8
TKT-207292,CUST-14141,Service Outage,High,Escalated,6,6
TKT-207293,CUST-14141,Cancellation Request,Medium,Closed,9,5
TKT-207294,CUST-14142,Service Outage,Low,Closed,11,2
TKT-207295,CUST-14142,Service Outage,Low,Pending,1,1
TKT-207296,CUST-14143,Cancellation Request,Medium,Closed,11,8
TKT-207297,CUST-14143,Login Issue,Medium,Escalated,5,9
TKT-207298,CUST-14143,Account Issue,High,Resolved,12,6
TKT-207299,CUST-14143,Billing Issue,High,Escalated,10,1
TKT-207300,CUST-14144,Account Issue,High,Closed,11,8
TKT-207301,CUST-14145,Account Issue,High,Escalated,4,6
TKT-207302,CUST-14145,Cancellation Request,Low,Pending,3,7
TKT-207303,CUST-14146,Service Outage,High,Resolved,11,1
TKT-207304,CUST-14146,Login Issue,Medium,Closed,14,1
TKT-207305,CUST-14147,Speed Problem,Low,Closed,14,6
TKT-207306,CUST-14148,Speed Problem,Medium,Resolved,14,8
TKT-207307,CUST-14148,Service Outage,Medium,Escalated,3,8
TKT-207308,CUST-14149,Billing Issue,High,Escalated,11,9
TKT-207309,CUST-14149,Feature Request,Medium,Escalated,1,1
TKT-207310,CUST-14150,Account Issue,Low,Pending,2,8
TKT-207311,CUST-14150,Service Outage,High,Closed,9,6
TKT-207312,CUST-14150,Feature Request,High,Resolved,10,4
TKT-207313,CUST-14151,Feature Request,Low,Pending,8,3
TKT-207314,CUST-14151,Service Outage,High,Resolved,3,8
TKT-207315,CUST-14152,Billing Issue,Medium,Escalated,11,3
TKT-207316,CUST-14152,Cancellation Request,High,Closed,1,2
TKT-207317,CUST-14153,Login Issue,Medium,Pending,11,2
TKT-207318,CUST-14153,Billing Issue,Low,Resolved,4,8
TKT-207319,CUST-14153,Billing Issue,Medium,Escalated,1,5
TKT-207320,CUST-14153,Service Outage,Medium,Escalated,14,1
TKT-207321,CUST-14155,Feature Request,Low,Pending,11,3
TKT-207322,CUST-14155,Login Issue,High,Pending,10,3
TKT-207323,CUST-14156,Technical Problem,Medium,Resolved,14,10
TKT-207324,CUST-14156,Feature Request,Low,Escalated,13,8
TKT-207325,CUST-14156,Technical Problem,High,Closed,11,7
TKT-207326,CUST-14157,Feature Request,Medium,Closed,10,9
TKT-207327,CUST-14157,Account Issue,High,Pending,3,4
TKT-207328,CUST-14157,Service Outage,High,Resolved,1,10
TKT-207329,CUST-14158,Cancellation Request,Low,Resolved,14,3
TKT-207330,CUST-14158,Service Outage,Medium,Escalated,11,10
TKT-207331,CUST-14158,Feature Request,Low,Pending,12,9
TKT-207332,CUST-14159,Cancellation Request,Low,Pending,5,7
TKT-207333,CUST-14159,Speed Problem,High,Escalated,7,4
TKT-207334,CUST-14160,Speed Problem,Low,Escalated,1,10
TKT-207335,CUST-14160,Account Issue,Medium,Pending,10,9
TKT-207336,CUST-14160,Service Outage,Medium,Escalated,14,4
TKT-207337,CUST-14161,Service Outage,Low,Pending,7,6
TKT-207338,CUST-14161,Login Issue,High,Pending,6,9
TKT-207339,CUST-14161,Feature Request,Low,Escalated,14,3
TKT-207340,CUST-14162,Cancellation Request,High,Escalated,7,1
TKT-207341,CUST-14162,Cancellation Request,Medium,Pending,3,8
TKT-207342,CUST-14163,Cancellation Request,Low,Escalated,13,2
TKT-207343,CUST-14165,Service Outage,High,Pending,12,1
TKT-207344,CUST-14165,Billing Issue,Medium,Resolved,13,9
TKT-207345,CUST-14166,Login Issue,Low,Closed,14,6
TKT-207346,CUST-14166,Account Issue,Low,Pending,1,1
TKT-207347,CUST-14166,Technical Problem,Low,Closed,10,3
TKT-207348,CUST-14166,Service Outage,Low,Escalated,7,8
TKT-207349,CUST-14167,Cancellation Request,High,Pending,11,9
TKT-207350,CUST-14167,Cancellation Request,Low,Resolved,3,5
TKT-207351,CUST-14168,Feature Request,High,Closed,9,3
TKT-207352,CUST-14168,Cancellation Request,Low,Resolved,6,5
TKT-207353,CUST-14168,Speed Problem,Medium,Resolved,10,10
TKT-207354,CUST-14168,Cancellation Request,High,Resolved,9,3
TKT-207355,CUST-14168,Feature Request,Medium,Escalated,10,10
TKT-207356,CUST-14169,Login Issue,High,Closed,10,9
TKT-207357,CUST-14170,Billing Issue,Low,Closed,5,5
TKT-207358,CUST-14171,Cancellation Request,High,Closed,3,10
TKT-207359,CUST-14172,Technical Problem,Medium,Closed,2,6
TKT-207360,CUST-14172,Technical Problem,High,Pending,14,2
TKT-207361,CUST-14174,Service Outage,Low,Closed,1,7
TKT-207362,CUST-14174,Account Issue,High,Resolved,3,8
TKT-207363,CUST-14174,Login Issue,Medium,Closed,1,8
TKT-207364,CUST-14174,Login Issue,Medium,Closed,6,10
TKT-207365,CUST-14174,Billing Issue,Low,Closed,5,10
TKT-207366,CUST-14175,Technical Problem,High,Escalated,9,4
TKT-207367,CUST-14176,Login Issue,Low,Escalated,5,10
TKT-207368,CUST-14177,Account Issue,Medium,Resolved,6,10
TKT-207369,CUST-14177,Speed Problem,High,Resolved,13,9
TKT-207370,CUST-14178,Cancellation Request,High,Closed,4,10
TKT-207371,CUST-14178,Feature Request,Low,Escalated,5,1
TKT-207372,CUST-14178,Account Issue,High,Resolved,14,3
TKT-207373,CUST-14179,Technical Problem,Low,Closed,2,3
TKT-207374,CUST-14179,Feature Request,Low,Closed,8,4
TKT-207375,CUST-14179,Speed Problem,Low,Pending,8,9
TKT-207376,CUST-14179,Speed Problem,High,Escalated,1,5
TKT-207377,CUST-14181,Speed Problem,High,Resolved,14,1
TKT-207378,CUST-14182,Feature Request,High,Resolved,2,2
TKT-207379,CUST-14182,Cancellation Request,Low,Resolved,2,5
TKT-207380,CUST-14183,Account Issue,Medium,Resolved,3,7
TKT-207381,CUST-14184,Cancellation Request,Low,Resolved,1,9
TKT-207382,CUST-14184,Account Issue,Medium,Escalated,3,1
TKT-207383,CUST-14185,Account Issue,High,Pending,4,1
TKT-207384,CUST-14185,Technical Problem,Medium,Closed,11,8
TKT-207385,CUST-14186,Feature Request,Low,Pending,4,7
TKT-207386,CUST-14186,Feature Request,Low,Pending,5,2
TKT-207387,CUST-14186,Service Outage,Medium,Closed,8,3
TKT-207388,CUST-14187,Speed Problem,Medium,Escalated,1,2
TKT-207389,CUST-14188,Feature Request,High,Resolved,8,8
TKT-207390,CUST-14190,Login Issue,High,Resolved,10,6
TKT-207391,CUST-14190,Service Outage,Medium,Closed,14,9
TKT-207392,CUST-14190,Technical Problem,Medium,Closed,12,3
TKT-207393,CUST-14190,Technical Problem,Low,Pending,9,10
TKT-207394,CUST-14190,Service Outage,High,Closed,4,6
TKT-207395,CUST-14191,Login Issue,High,Pending,5,1
TKT-207396,CUST-14191,Feature Request,Medium,Closed,5,5
TKT-207397,CUST-14192,Speed Problem,Medium,Pending,3,5
TKT-207398,CUST-14192,Login Issue,Low,Escalated,4,1
TKT-207399,CUST-14192,Speed Problem,Medium,Closed,1,1
TKT-207400,CUST-14192,Account Issue,Low,Closed,13,6
TKT-207401,CUST-14193,Account Issue,High,Resolved,10,4
TKT-207402,CUST-14194,Service Outage,High,Closed,13,7
TKT-207403,CUST-14196,Technical Problem,Low,Escalated,13,7
TKT-207404,CUST-14196,Speed Problem,High,Escalated,6,5
TKT-207405,CUST-14196,Service Outage,Medium,Escalated,1,7
TKT-207406,CUST-14198,Technical Problem,Medium,Resolved,7,5
TKT-207407,CUST-14198,Login Issue,Medium,Closed,12,2
TKT-207408,CUST-14199,Technical Problem,High,Resolved,3,3
TKT-207409,CUST-14200,Cancellation Request,High,Closed,1,5
TKT-207410,CUST-14201,Feature Request,Low,Pending,10,4
TKT-207411,CUST-14202,Technical Problem,Low,Resolved,10,7
TKT-207412,CUST-14203,Feature Request,High,Pending,14,6
TKT-207413,CUST-14203,Account Issue,Medium,Escalated,11,3
TKT-207414,CUST-14204,Account Issue,Low,Resolved,8,2
TKT-207415,CUST-14204,Technical Problem,Medium,Escalated,2,1
TKT-207416,CUST-14204,Technical Problem,Medium,Resolved,2,6
TKT-207417,CUST-14205,Account Issue,Low,Pending,5,10
TKT-207418,CUST-14205,Billing Issue,Medium,Pending,13,6
TKT-207419,CUST-14205,Feature Request,Low,Escalated,14,1
TKT-207420,CUST-14206,Speed Problem,Low,Escalated,13,3
TKT-207421,CUST-14206,Feature Request,Medium,Closed,12,4
TKT-207422,CUST-14206,Login Issue,High,Resolved,7,9
TKT-207423,CUST-14207,Billing Issue,High,Escalated,13,7
TKT-207424,CUST-14207,Speed Problem,Low,Resolved,9,10
TKT-207425,CUST-14208,Cancellation Request,Low,Closed,13,10
TKT-207426,CUST-14208,Account Issue,High,Escalated,8,6
TKT-207427,CUST-14209,Login Issue,Medium,Pending,9,6
TKT-207428,CUST-14209,Login Issue,High,Pending,14,8
TKT-207429,CUST-14210,Speed Problem,Medium,Resolved,5,1
TKT-207430,CUST-14210,Service Outage,High,Escalated,9,4
TKT-207431,CUST-14211,Login Issue,Medium,Resolved,1,4
TKT-207432,CUST-14211,Billing Issue,High,Pending,11,9
TKT-207433,CUST-14212,Billing Issue,Medium,Resolved,12,7
TKT-207434,CUST-14212,Speed Problem,High,Resolved,5,5
TKT-207435,CUST-14212,Account Issue,High,Pending,4,4
TKT-207436,CUST-14213,Service Outage,Low,Resolved,3,6
TKT-207437,CUST-14213,Technical Problem,Medium,Pending,6,7
TKT-207438,CUST-14214,Speed Problem,Medium,Escalated,13,6
TKT-207439,CUST-14214,Account Issue,Low,Pending,5,7
TKT-207440,CUST-14214,Service Outage,Low,Escalated,6,2
TKT-207441,CUST-14215,Technical Problem,Low,Pending,3,5
TKT-207442,CUST-14215,Speed Problem,Low,Escalated,12,1
TKT-207443,CUST-14215,Cancellation Request,Medium,Pending,8,10
TKT-207444,CUST-14215,Feature Request,Low,Resolved,5,8
TKT-207445,CUST-14216,Feature Request,Low,Pending,2,3
TKT-207446,CUST-14216,Technical Problem,Low,Closed,7,3
TKT-207447,CUST-14216,Billing Issue,High,Pending,2,5
TKT-207448,CUST-14217,Cancellation Request,Medium,Closed,3,1
TKT-207449,CUST-14217,Service Outage,Medium,Escalated,3,8
TKT-207450,CUST-14218,Account Issue,Low,Resolved,12,9
TKT-207451,CUST-14218,Login Issue,Low,Escalated,11,8
TKT-207452,CUST-14219,Cancellation Request,High,Escalated,10,3
TKT-207453,CUST-14220,Service Outage,Low,Pending,13,10
TKT-207454,CUST-14220,Service Outage,Low,Escalated,4,7
TKT-207455,CUST-14221,Technical Problem,Medium,Closed,1,5
TKT-207456,CUST-14223,Service Outage,Low,Escalated,7,3
TKT-207457,CUST-14223,Feature Request,Low,Escalated,1,1
TKT-207458,CUST-14224,Account Issue,Low,Resolved,7,6
TKT-207459,CUST-14224,Login Issue,Medium,Escalated,3,9
TKT-207460,CUST-14224,Billing Issue,Medium,Closed,10,8
TKT-207461,CUST-14225,Speed Problem,Medium,Pending,5,2
TKT-207462,CUST-14225,Cancellation Request,Low,Pending,3,4
TKT-207463,CUST-14226,Billing Issue,High,Resolved,13,8
TKT-207464,CUST-14227,Service Outage,High,Pending,13,2
TKT-207465,CUST-14227,Login Issue,High,Resolved,4,4
TKT-207466,CUST-14229,Service Outage,Medium,Pending,10,8
TKT-207467,CUST-14229,Feature Request,Medium,Escalated,6,1
TKT-207468,CUST-14231,Cancellation Request,Low,Escalated,12,10
TKT-207469,CUST-14231,Billing Issue,Low,Pending,1,10
TKT-207470,CUST-14231,Feature Request,Medium,Escalated,11,2
TKT-207471,CUST-14231,Login Issue,Medium,Closed,9,3
TKT-207472,CUST-14231,Billing Issue,Low,Escalated,3,8
TKT-207473,CUST-14232,Login Issue,Medium,Resolved,3,8
TKT-207474,CUST-14232,Technical Problem,Medium,Closed,12,4
TKT-207475,CUST-14232,Service Outage,Low,Closed,2,4
TKT-207476,CUST-14232,Cancellation Request,Low,Pending,9,2
TKT-207477,CUST-14233,Technical Problem,High,Resolved,10,8
TKT-207478,CUST-14233,Feature Request,Medium,Closed,5,8
TKT-207479,CUST-14233,Service Outage,Low,Resolved,4,9
TKT-207480,CUST-14233,Billing Issue,Low,Escalated,8,4
TKT-207481,CUST-14233,Speed Problem,Low,Pending,3,2
TKT-207482,CUST-14234,Account Issue,High,Closed,12,5
TKT-207483,CUST-14234,Login Issue,Medium,Pending,11,7
TKT-207484,CUST-14235,Feature Request,High,Escalated,9,9
TKT-207485,CUST-14236,Technical Problem,High,Closed,6,2
TKT-207486,CUST-14236,Speed Problem,High,Closed,13,6
TKT-207487,CUST-14237,Login Issue,High,Pending,14,4
TKT-207488,CUST-14238,Speed Problem,High,Closed,6,7
TKT-207489,CUST-14239,Billing Issue,Low,Resolved,12,4
TKT-207490,CUST-14240,Cancellation Request,Medium,Escalated,7,6
TKT-207491,CUST-14240,Billing Issue,Medium,Resolved,12,8
TKT-207492,CUST-14242,Account Issue,Medium,Resolved,14,3
TKT-207493,CUST-14242,Speed Problem,Medium,Closed,6,9
TKT-207494,CUST-14243,Cancellation Request,Low,Closed,9,5
TKT-207495,CUST-14244,Technical Problem,High,Resolved,4,10
TKT-207496,CUST-14244,Cancellation Request,Low,Closed,9,1
TKT-207497,CUST-14245,Technical Problem,Medium,Resolved,4,5
TKT-207498,CUST-14245,Billing Issue,High,Closed,3,5
TKT-207499,CUST-14245,Service Outage,Medium,Closed,3,8
TKT-207500,CUST-14245,Service Outage,High,Pending,13,1
TKT-207501,CUST-14246,Login Issue,Low,Resolved,10,1
TKT-207502,CUST-14247,Service Outage,Medium,Pending,12,8
TKT-207503,CUST-14247,Feature Request,Low,Pending,9,6
TKT-207504,CUST-14248,Feature Request,Low,Resolved,12,9
TKT-207505,CUST-14248,Account Issue,Low,Resolved,8,8
TKT-207506,CUST-14249,Speed Problem,Medium,Pending,10,10
TKT-207507,CUST-14249,Feature Request,High,Resolved,8,6
TKT-207508,CUST-14249,Billing Issue,Medium,Closed,3,8
TKT-207509,CUST-14250,Speed Problem,Low,Resolved,12,4
TKT-207510,CUST-14251,Technical Problem,High,Pending,14,7
TKT-207511,CUST-14251,Cancellation Request,Low,Pending,8,4
TKT-207512,CUST-14251,Login Issue,Medium,Escalated,2,6
TKT-207513,CUST-14252,Service Outage,High,Resolved,14,3
TKT-207514,CUST-14254,Billing Issue,Low,Escalated,8,5
TKT-207515,CUST-14256,Cancellation Request,Low,Escalated,6,4
TKT-207516,CUST-14257,Account Issue,Medium,Resolved,11,6
TKT-207517,CUST-14257,Account Issue,Medium,Resolved,6,5
TKT-207518,CUST-14258,Feature Request,High,Pending,3,3
TKT-207519,CUST-14259,Billing Issue,Low,Resolved,13,9
TKT-207520,CUST-14259,Speed Problem,High,Escalated,6,8
TKT-207521,CUST-14259,Feature Request,High,Closed,4,9
